Online,Booking,Location,Cuisines,Restaurant_Type,Rating,Price
0,0,43,1809,4,3.6,5.521460917862246
1,0,67,315,4,4.3,6.396929655216146
0,0,86,1889,2,3.4,6.214608098422191
1,0,40,1315,4,3.8,5.703782474656201
1,1,35,869,2,4.4,7.090076835776092
1,0,6,1545,2,3.0,6.214608098422191
1,0,46,2195,2,4.2,6.1092475827643655
0,0,80,966,3,3.8,5.298317366548036
1,0,32,350,2,4.0,6.620073206530356
1,0,70,972,2,3.7,5.857933154483459
1,0,31,152,3,3.9,6.684611727667927
1,0,6,1545,4,3.6,5.857933154483459
1,0,44,549,4,4.2,6.551080335043404
0,0,32,338,4,3.2,5.298317366548036
1,0,0,1506,2,3.3,5.857933154483459
0,0,31,1379,4,3.6,6.396929655216146
1,0,6,2179,2,3.6,5.991464547107982
0,0,2,2130,3,3.2,5.298317366548036
0,0,0,2034,4,3.5,5.0106352940962555
0,1,50,171,4,4.4,8.006367567650246
1,1,40,1829,4,4.5,7.090076835776092
1,0,20,786,2,3.9,6.214608098422191
1,0,1,1071,3,3.9,5.991464547107982
0,1,29,1248,2,4.2,7.090076835776092
0,0,45,2133,2,4.0,5.298317366548036
0,0,1,1216,2,2.9,5.298317366548036
0,0,66,393,2,3.2,5.0106352940962555
1,0,40,1820,2,3.6,6.214608098422191
0,0,45,966,3,3.5,5.703782474656201
1,1,86,1126,2,3.9,7.313220387090301
1,0,20,1786,4,3.9,6.396929655216146
1,0,22,1485,2,3.0,6.1092475827643655
1,0,0,1820,2,3.8,6.1092475827643655
1,1,44,1485,2,4.2,6.551080335043404
0,0,58,1485,4,3.6,5.298317366548036
1,1,31,1276,2,4.3,7.170119543449628
0,0,6,1122,1,3.6,5.298317366548036
1,0,44,1021,2,4.1,6.214608098422191
1,0,14,422,2,4.0,6.396929655216146
1,0,3,1423,2,3.0,5.991464547107982
1,0,19,1056,2,3.6,5.991464547107982
0,0,3,204,3,3.4,6.214608098422191
1,0,6,1315,2,3.9,5.298317366548036
1,0,29,283,2,3.5,4.605170185988092
0,0,43,439,4,4.6,6.396929655216146
1,0,67,972,3,3.7,5.857933154483459
1,0,79,212,2,4.0,6.214608098422191
1,0,1,1545,2,3.3,5.703782474656201
1,0,1,1056,2,3.8,5.298317366548036
1,1,35,1134,4,4.2,7.24422751560335
1,1,12,720,2,4.5,7.438383530044307
0,0,43,2009,5,3.9,6.907755278982137
1,0,55,555,4,2.9,6.802394763324311
0,0,12,436,4,4.4,6.396929655216146
1,0,55,204,3,3.5,5.991464547107982
0,0,75,1254,4,3.5,5.703782474656201
1,0,40,1500,4,3.4,6.214608098422191
0,0,3,1315,4,3.5,5.703782474656201
0,0,7,1337,4,3.3,5.991464547107982
1,0,9,128,4,3.3,5.991464547107982
1,0,0,1021,2,3.4,5.0106352940962555
0,1,51,2187,5,4.2,7.313220387090301
1,0,6,204,3,3.3,5.521460917862246
1,0,74,1671,2,4.0,6.396929655216146
0,0,12,1483,4,4.3,6.684611727667927
1,1,80,33,2,4.1,7.090076835776092
0,1,78,66,6,3.6,6.684611727667927
1,0,4,2093,3,2.7,5.991464547107982
0,0,20,370,2,3.9,6.396929655216146
0,1,51,1755,5,4.0,8.006367567650246
1,0,57,1485,2,2.9,5.991464547107982
1,0,58,1770,2,4.0,6.396929655216146
0,1,27,1240,5,4.3,7.549609165154532
1,0,60,212,3,4.3,6.214608098422191
1,0,51,457,3,4.2,6.214608098422191
1,1,19,1585,2,3.2,6.802394763324311
1,0,31,141,4,3.7,5.991464547107982
1,0,54,700,4,3.9,5.298317366548036
0,0,22,212,3,3.6,5.298317366548036
0,1,27,1485,4,4.1,6.684611727667927
1,0,0,1519,2,3.8,6.396929655216146
1,0,0,1354,4,4.2,5.991464547107982
1,0,29,406,2,3.6,5.703782474656201
1,0,55,2174,4,3.4,5.521460917862246
1,0,22,972,2,4.5,5.991464547107982
1,0,0,1485,2,2.9,5.521460917862246
0,0,86,1485,4,3.1,5.703782474656201
1,0,66,1435,2,3.8,5.703782474656201
0,0,35,1021,4,3.4,5.991464547107982
1,1,12,1561,2,4.2,7.313220387090301
0,0,50,596,1,4.1,7.090076835776092
1,0,20,204,3,4.0,5.521460917862246
1,1,0,467,2,3.7,5.703782474656201
1,0,68,1485,4,4.0,7.438383530044307
1,0,0,1545,2,3.6,5.703782474656201
1,0,44,2017,2,3.9,5.298317366548036
1,0,0,57,2,3.8,6.214608098422191
1,0,29,442,2,3.6,6.214608098422191
1,0,60,727,4,3.6,6.309918278226516
1,0,1,2055,2,3.7,5.298317366548036
1,0,3,2008,4,3.2,5.521460917862246
0,0,46,1216,3,4.1,5.521460917862246
1,0,43,1820,4,3.7,5.991464547107982
1,0,0,308,4,3.9,6.551080335043404
1,0,89,204,2,3.6,5.703782474656201
1,0,31,1545,4,3.9,6.309918278226516
0,0,46,1368,4,2.9,5.703782474656201
1,0,16,1619,4,2.9,6.907755278982137
1,0,0,518,2,3.6,6.551080335043404
0,0,79,1435,2,3.1,5.0106352940962555
1,0,6,654,2,2.8,6.684611727667927
0,0,29,1579,0,3.3,6.856461984594587
1,0,86,1021,4,3.2,5.298317366548036
0,0,4,1193,4,3.3,5.0106352940962555
0,0,20,1545,2,3.1,6.396929655216146
1,1,3,1595,2,3.5,6.396929655216146
1,0,19,1875,2,3.6,6.214608098422191
1,1,86,1306,2,3.7,7.003065458786462
1,0,44,374,4,4.1,6.620073206530356
1,0,27,1435,2,4.1,5.0106352940962555
0,1,54,1673,4,4.3,7.600902459542082
1,0,22,212,3,3.7,5.991464547107982
0,0,19,1280,4,3.8,7.090076835776092
1,1,19,1585,2,3.2,6.802394763324311
0,0,3,1117,4,3.3,5.0106352940962555
1,1,29,2007,2,4.1,7.003065458786462
1,0,87,1903,2,3.7,6.684611727667927
1,0,0,308,2,3.2,5.703782474656201
0,0,86,1063,4,3.4,5.991464547107982
0,0,50,1589,2,3.9,6.396929655216146
1,0,8,449,1,3.8,6.476972362889683
0,0,64,1565,4,3.3,6.309918278226516
1,0,87,1485,4,3.8,5.857933154483459
0,0,10,1195,2,3.3,5.703782474656201
1,1,27,862,4,3.9,6.1092475827643655
0,0,86,207,4,3.9,5.991464547107982
0,1,15,1784,4,4.1,7.170119543449628
0,0,29,212,2,3.7,5.298317366548036
1,0,67,2174,4,4.0,5.521460917862246
0,1,63,1144,6,3.7,7.937374696163295
0,0,22,308,4,3.4,5.521460917862246
1,0,3,1041,4,3.2,5.521460917862246
1,0,27,642,4,3.9,6.214608098422191
1,0,6,1977,2,3.6,6.396929655216146
1,0,66,308,2,3.4,5.521460917862246
1,0,29,1916,2,4.1,6.684611727667927
1,1,31,1485,2,3.5,6.684611727667927
1,0,22,727,2,3.1,6.1092475827643655
0,0,9,308,4,3.5,5.521460917862246
0,0,89,966,2,3.8,5.991464547107982
1,0,27,1607,2,3.1,6.214608098422191
0,0,29,1753,4,3.8,5.991464547107982
1,0,0,365,2,3.3,5.991464547107982
1,0,40,1021,2,3.1,4.605170185988092
1,0,71,1532,2,3.9,6.214608098422191
1,0,21,654,2,3.5,6.214608098422191
1,0,36,498,1,3.8,6.214608098422191
0,1,8,163,5,4.4,7.313220387090301
1,0,0,1545,2,3.3,5.521460917862246
1,1,35,69,2,3.7,6.684611727667927
1,0,22,204,2,3.7,5.298317366548036
0,0,0,1315,4,3.4,5.703782474656201
0,0,51,1545,2,3.0,6.907755278982137
1,0,29,1312,2,3.7,5.991464547107982
0,0,74,1131,4,4.1,8.006367567650246
1,0,18,1485,2,3.9,5.703782474656201
1,1,46,1765,2,4.4,7.313220387090301
0,0,44,189,4,3.5,5.298317366548036
0,0,44,219,3,3.8,5.991464547107982
1,0,80,1545,2,3.5,6.396929655216146
1,0,22,2008,2,3.1,5.521460917862246
0,0,55,1163,2,3.6,5.703782474656201
1,0,48,2008,2,3.8,5.0106352940962555
1,0,73,1216,2,3.9,6.1092475827643655
1,0,58,1041,4,3.7,5.703782474656201
0,0,3,1827,0,3.1,6.684611727667927
1,0,31,1041,2,3.6,5.0106352940962555
0,0,80,1866,2,3.0,5.0106352940962555
1,1,43,1145,2,3.9,7.090076835776092
0,0,68,221,3,3.6,5.703782474656201
1,0,45,2008,4,3.9,5.703782474656201
1,1,19,1897,2,4.5,6.396929655216146
0,0,54,727,4,2.9,6.1092475827643655
1,0,55,242,2,3.1,6.396929655216146
1,0,0,47,2,3.6,6.396929655216146
0,0,22,47,2,3.7,5.991464547107982
0,0,16,555,1,2.9,5.0106352940962555
1,0,32,751,4,4.1,5.703782474656201
1,0,55,1545,2,3.5,5.991464547107982
0,0,19,1562,2,3.5,5.991464547107982
0,1,8,35,5,4.2,7.313220387090301
0,0,0,1163,2,2.9,5.703782474656201
1,0,44,374,2,4.1,6.620073206530356
0,0,80,2150,3,3.9,5.298317366548036
1,0,55,1295,2,3.6,5.298317366548036
1,0,27,1961,2,4.0,5.298317366548036
0,0,31,1545,4,3.6,6.551080335043404
1,1,44,628,2,4.4,6.684611727667927
1,0,73,1743,2,3.0,6.214608098422191
1,0,9,1518,2,3.9,5.703782474656201
1,0,45,429,2,4.1,6.396929655216146
1,0,29,1905,4,3.9,6.396929655216146
0,0,0,1893,2,3.4,5.991464547107982
0,0,54,2008,4,3.3,5.298317366548036
0,0,40,1211,3,3.5,5.298317366548036
1,0,6,1209,2,3.7,5.703782474656201
1,0,44,1215,3,4.5,6.214608098422191
1,0,0,694,2,3.8,5.703782474656201
1,1,54,1133,5,4.1,7.003065458786462
1,0,73,61,4,3.7,6.214608098422191
0,0,2,350,4,3.3,5.521460917862246
1,0,0,2008,2,3.7,5.0106352940962555
0,0,55,254,2,2.9,5.521460917862246
1,0,46,654,2,3.2,5.703782474656201
1,0,2,212,3,3.4,5.991464547107982
1,0,12,1039,2,3.1,5.857933154483459
0,0,67,1673,6,3.7,6.907755278982137
0,0,45,1652,4,3.6,5.991464547107982
1,0,0,1485,2,3.3,5.0106352940962555
0,1,3,618,1,3.6,6.684611727667927
1,1,44,80,2,4.2,6.802394763324311
1,0,0,2077,4,3.5,5.298317366548036
1,0,32,1809,4,4.1,5.703782474656201
1,1,86,2125,4,3.9,6.802394763324311
1,0,0,1594,4,3.6,6.1092475827643655
1,0,31,338,2,4.1,5.991464547107982
0,1,51,1262,0,4.2,8.006367567650246
1,0,22,1435,4,3.8,5.991464547107982
1,1,0,383,4,4.1,6.684611727667927
1,0,44,436,4,3.8,6.214608098422191
0,0,29,2008,2,3.9,5.298317366548036
1,0,3,6,2,4.3,5.991464547107982
1,0,6,138,2,2.7,6.684611727667927
1,0,20,2130,2,3.1,5.703782474656201
0,0,1,1113,2,3.1,4.605170185988092
1,0,76,436,4,3.4,5.703782474656201
0,0,0,1031,4,3.8,5.521460917862246
1,0,34,2080,2,3.5,5.857933154483459
1,0,45,436,2,4.2,6.396929655216146
1,0,22,1485,2,3.9,5.991464547107982
0,1,80,1695,0,3.9,7.696212639346407
1,0,55,1565,2,2.9,5.991464547107982
0,0,31,1545,2,3.3,5.703782474656201
0,1,44,825,6,4.8,6.907755278982137
1,0,3,1105,2,3.1,4.605170185988092
0,1,50,1013,4,4.1,7.649692623711514
1,0,20,972,3,3.5,5.703782474656201
0,0,45,988,3,4.4,6.214608098422191
1,0,29,2018,2,3.1,6.214608098422191
1,0,45,495,2,4.1,6.396929655216146
1,0,0,1611,2,3.6,5.857933154483459
1,0,44,457,1,3.8,6.214608098422191
1,0,20,141,2,3.9,5.991464547107982
0,0,29,212,3,3.5,5.521460917862246
1,0,31,303,4,4.5,5.521460917862246
1,0,55,1235,1,3.6,6.907755278982137
1,0,43,1485,2,4.0,6.214608098422191
0,0,80,404,4,3.3,6.856461984594587
1,0,20,555,2,3.6,5.857933154483459
1,0,66,1519,2,3.9,6.907755278982137
1,0,86,77,2,3.7,5.298317366548036
0,0,87,2008,4,3.3,5.298317366548036
1,0,0,48,4,3.6,5.703782474656201
1,1,64,918,6,4.6,7.003065458786462
1,0,27,1626,2,3.8,6.620073206530356
1,0,67,564,3,4.0,5.991464547107982
1,0,73,1117,4,3.2,5.0106352940962555
1,1,40,1829,2,4.5,7.090076835776092
1,0,0,1545,2,3.4,5.703782474656201
1,0,45,1039,2,3.4,5.857933154483459
1,1,8,1475,5,3.9,7.170119543449628
0,1,27,686,5,4.6,7.24422751560335
1,0,0,1176,2,3.9,5.298317366548036
0,0,0,1662,2,3.6,5.991464547107982
0,0,3,2130,4,3.3,5.298317366548036
1,0,29,350,2,4.2,6.620073206530356
1,0,4,2008,2,4.3,4.605170185988092
1,0,82,2008,2,4.0,5.521460917862246
1,0,51,1435,2,3.9,5.298317366548036
1,0,1,1714,2,3.8,5.521460917862246
1,0,2,1087,2,2.9,5.521460917862246
0,1,27,2032,4,4.0,6.684611727667927
0,1,87,1145,4,4.0,6.907755278982137
1,0,0,1291,2,3.6,5.0106352940962555
0,1,29,872,4,3.5,7.170119543449628
1,0,40,1460,2,3.7,5.703782474656201
1,0,60,1847,2,3.7,5.703782474656201
0,0,80,966,3,3.0,5.0106352940962555
1,0,86,1485,4,3.4,5.703782474656201
0,0,86,654,4,3.8,6.309918278226516
1,0,63,774,4,3.7,6.802394763324311
0,1,69,1921,4,4.2,7.090076835776092
1,0,86,1704,4,3.8,5.991464547107982
1,0,2,1541,4,3.6,6.309918278226516
0,0,86,1315,4,3.1,5.991464547107982
1,0,44,250,2,3.8,6.214608098422191
1,0,86,377,4,4.0,6.684611727667927
1,0,55,212,2,3.3,5.703782474656201
1,0,44,1182,2,4.6,6.214608098422191
0,0,40,498,1,3.7,6.396929655216146
0,0,27,550,4,4.0,6.396929655216146
1,0,89,1866,2,3.0,5.703782474656201
1,0,55,258,4,3.6,5.991464547107982
1,0,27,1089,2,3.8,5.298317366548036
0,0,19,1922,2,3.0,5.298317366548036
0,0,27,1545,4,3.5,6.1092475827643655
0,1,16,949,2,4.0,7.3777589082278725
1,0,20,1786,4,3.9,6.396929655216146
1,0,29,1021,2,3.0,5.703782474656201
1,0,25,1105,4,3.8,5.857933154483459
1,0,58,2080,4,3.3,5.298317366548036
1,0,86,1507,2,3.5,6.1092475827643655
1,0,86,1931,2,3.3,5.298317366548036
0,0,28,1831,0,3.8,6.684611727667927
0,1,80,1545,2,3.8,7.24422751560335
0,0,32,308,2,3.1,5.298317366548036
1,0,60,913,2,3.8,6.214608098422191
1,0,8,1911,4,3.9,6.684611727667927
0,1,40,1144,4,4.3,7.090076835776092
1,0,21,465,1,4.3,6.551080335043404
1,0,46,1485,2,3.7,6.214608098422191
0,1,6,1785,4,4.0,6.907755278982137
1,0,0,1485,4,4.0,5.703782474656201
1,0,27,2005,2,4.1,6.476972362889683
1,1,22,620,2,3.9,6.214608098422191
0,1,46,1494,0,4.3,6.907755278982137
1,1,31,1545,2,4.1,6.907755278982137
0,0,77,1021,4,3.4,5.298317366548036
1,0,27,1866,2,3.8,6.684611727667927
1,0,31,88,2,3.8,6.551080335043404
0,0,4,425,2,3.3,5.703782474656201
0,0,4,1438,3,4.0,5.991464547107982
0,0,8,1545,6,4.0,7.003065458786462
1,0,80,2116,4,3.8,5.298317366548036
1,0,64,1031,4,3.2,5.991464547107982
1,0,54,1903,2,2.8,6.620073206530356
0,0,19,1637,4,4.0,5.857933154483459
1,0,0,1545,2,3.5,6.396929655216146
0,0,3,1519,2,3.1,6.214608098422191
0,0,8,1846,6,2.9,7.549609165154532
1,0,63,774,2,3.7,6.802394763324311
0,0,28,1680,2,3.1,7.003065458786462
1,0,86,1565,2,3.6,6.1092475827643655
0,0,22,260,2,3.3,4.605170185988092
1,0,29,2080,2,4.0,5.703782474656201
1,0,4,995,3,3.3,5.703782474656201
1,0,15,547,4,4.3,6.620073206530356
1,0,77,1216,2,3.4,6.1092475827643655
1,0,1,1545,4,3.8,6.551080335043404
1,0,6,1485,2,3.7,5.991464547107982
1,0,16,994,2,3.0,5.298317366548036
1,0,20,1760,4,3.6,6.551080335043404
0,0,86,237,4,3.9,5.857933154483459
1,0,0,1337,4,3.4,5.991464547107982
1,1,16,1011,4,4.2,7.313220387090301
1,0,0,1524,2,3.7,6.214608098422191
1,0,46,551,2,4.6,6.309918278226516
1,0,54,1841,2,3.7,6.1092475827643655
0,0,16,1832,2,2.8,6.1092475827643655
0,0,3,1545,4,2.2,6.620073206530356
1,0,55,85,4,3.7,6.476972362889683
0,0,41,636,1,4.2,5.298317366548036
0,0,27,988,2,3.7,6.551080335043404
1,0,35,1485,4,4.0,5.857933154483459
1,0,0,1594,2,3.9,5.991464547107982
1,0,56,2077,2,3.7,5.703782474656201
1,1,51,1417,2,2.2,6.907755278982137
1,0,40,350,4,3.4,5.521460917862246
1,0,51,966,3,3.5,6.907755278982137
1,0,22,2008,2,3.1,5.521460917862246
1,0,29,369,2,3.6,5.703782474656201
0,1,42,438,5,4.4,6.907755278982137
0,0,0,2017,4,3.3,5.521460917862246
0,1,27,911,5,4.2,7.313220387090301
1,0,44,50,2,3.9,5.703782474656201
0,0,44,189,2,3.5,5.298317366548036
1,1,12,23,2,4.0,6.907755278982137
1,0,47,212,2,4.2,6.214608098422191
0,0,87,693,4,3.3,6.214608098422191
1,1,12,257,0,4.4,7.090076835776092
1,1,44,540,6,4.1,7.090076835776092
1,0,45,1419,4,4.1,6.396929655216146
1,0,22,204,2,3.7,5.298317366548036
1,0,0,381,2,3.9,6.396929655216146
1,0,40,1820,2,3.7,6.214608098422191
0,0,44,1167,4,3.8,6.551080335043404
0,0,86,1485,2,2.6,6.551080335043404
0,0,84,2008,2,3.3,5.703782474656201
1,0,0,1524,4,3.8,6.396929655216146
0,0,86,547,1,3.9,6.551080335043404
0,0,54,1154,4,4.3,7.495541943884256
1,0,0,436,1,3.0,6.476972362889683
1,0,40,1545,2,3.5,5.857933154483459
0,0,0,480,2,3.8,5.991464547107982
1,0,0,1021,4,3.4,5.0106352940962555
1,0,55,350,4,3.9,6.620073206530356
0,1,7,161,4,3.0,7.090076835776092
1,0,0,1209,2,3.6,5.703782474656201
1,0,6,466,2,3.8,6.476972362889683
1,0,29,414,1,3.7,6.1092475827643655
0,0,27,498,2,3.4,6.396929655216146
0,0,35,2176,2,3.5,5.991464547107982
1,0,1,493,2,3.1,5.991464547107982
1,0,8,1911,4,3.9,6.684611727667927
1,0,54,1889,2,3.2,5.703782474656201
1,0,47,260,2,3.1,5.298317366548036
0,0,74,1124,4,3.4,6.802394763324311
1,0,86,1704,2,3.8,5.991464547107982
1,0,0,1820,4,3.5,5.298317366548036
1,0,47,1856,2,3.0,5.703782474656201
1,0,55,1485,4,2.8,6.214608098422191
1,0,6,1810,6,3.6,6.214608098422191
0,0,20,308,4,3.2,5.0106352940962555
0,0,50,178,6,3.5,7.495541943884256
0,0,75,338,4,3.4,5.991464547107982
1,0,86,968,3,3.4,6.1092475827643655
1,0,22,68,2,3.5,6.396929655216146
0,0,19,1626,2,3.7,6.396929655216146
1,0,22,1716,2,4.1,6.684611727667927
1,0,22,1031,4,3.9,5.991464547107982
0,0,83,549,1,3.7,7.003065458786462
1,0,86,167,2,3.9,7.600902459542082
0,0,27,1545,2,3.7,5.703782474656201
0,1,68,805,4,4.2,8.006367567650246
0,0,35,1809,4,3.7,5.991464547107982
0,0,43,525,2,4.0,6.476972362889683
1,0,6,212,3,3.9,6.214608098422191
1,0,80,2008,4,3.5,5.298317366548036
1,0,27,1089,4,3.8,5.298317366548036
1,0,36,498,2,3.8,6.214608098422191
1,0,60,314,4,3.8,6.684611727667927
0,0,64,212,3,3.6,6.214608098422191
1,0,0,1545,2,3.1,6.1092475827643655
1,0,73,1485,2,3.6,5.298317366548036
1,0,22,237,2,4.0,6.1092475827643655
1,0,20,1485,2,4.3,5.703782474656201
0,0,22,2130,4,3.3,5.0106352940962555
0,0,74,308,4,3.2,5.857933154483459
1,0,18,41,2,3.4,6.214608098422191
1,0,29,1916,2,4.1,6.684611727667927
1,1,51,1485,4,3.9,7.649692623711514
0,0,50,2123,4,3.9,7.824046010856292
0,0,76,1545,4,3.2,5.298317366548036
1,0,0,1021,2,3.4,5.0106352940962555
1,0,22,308,2,3.2,6.214608098422191
1,0,78,338,4,3.9,5.991464547107982
1,0,82,786,2,3.4,5.991464547107982
1,0,0,1047,4,3.7,5.857933154483459
0,0,53,2080,4,3.7,6.551080335043404
1,0,81,777,2,3.7,5.703782474656201
1,0,26,1889,2,4.3,6.396929655216146
1,0,45,124,2,3.0,5.991464547107982
0,0,31,1435,3,3.9,4.605170185988092
1,0,0,2077,4,3.4,5.298317366548036
1,0,55,47,4,3.6,6.396929655216146
1,0,44,972,3,4.6,5.991464547107982
1,0,82,2008,2,3.6,5.298317366548036
1,1,44,1592,6,4.5,7.313220387090301
0,0,3,1435,2,4.1,5.991464547107982
1,0,29,1570,4,4.0,6.309918278226516
0,0,6,2008,2,3.7,5.298317366548036
1,0,55,1545,2,2.6,6.214608098422191
0,0,54,1149,5,4.1,7.313220387090301
1,0,31,1021,2,3.9,5.298317366548036
1,0,0,222,4,3.4,6.396929655216146
1,0,19,699,2,3.7,5.991464547107982
0,0,14,266,4,3.6,5.521460917862246
1,1,12,23,2,4.0,6.907755278982137
0,1,27,1443,4,4.4,7.824046010856292
0,0,55,579,1,3.9,6.551080335043404
1,0,73,1534,2,3.6,6.684611727667927
0,0,29,2008,2,3.3,5.298317366548036
1,0,29,1485,2,3.8,5.521460917862246
1,0,9,204,4,4.0,6.1092475827643655
0,0,8,1357,4,3.6,5.991464547107982
1,0,1,1545,4,3.8,5.703782474656201
1,0,22,1545,4,3.8,6.551080335043404
0,0,36,1579,5,3.8,6.214608098422191
1,0,8,684,2,3.8,5.298317366548036
0,0,43,525,1,4.0,6.476972362889683
0,0,29,2008,4,3.8,4.605170185988092
0,0,2,1315,2,3.7,6.214608098422191
0,0,43,498,4,4.1,6.396929655216146
0,0,86,1485,4,3.2,5.703782474656201
0,0,43,66,2,2.9,6.1092475827643655
1,0,31,2008,2,3.7,4.605170185988092
1,0,27,1090,4,3.3,5.521460917862246
1,0,86,262,2,4.1,5.703782474656201
0,1,44,1365,4,4.4,7.090076835776092
1,0,0,127,2,4.2,6.802394763324311
1,0,46,1091,2,3.7,5.991464547107982
0,0,14,1716,4,3.7,6.684611727667927
1,0,25,1649,4,3.6,6.551080335043404
1,0,54,778,2,3.2,5.521460917862246
0,0,0,212,3,4.2,5.991464547107982
1,0,80,2008,2,3.5,5.298317366548036
0,1,44,812,4,4.5,7.24422751560335
1,0,15,547,1,4.3,6.620073206530356
0,0,3,1175,4,3.1,5.521460917862246
1,1,46,1276,2,4.5,7.313220387090301
1,0,0,1182,2,4.5,6.214608098422191
0,0,29,1680,4,3.7,6.856461984594587
1,0,22,288,2,3.6,5.0106352940962555
1,0,22,322,2,3.7,5.521460917862246
1,1,73,1382,4,4.5,6.551080335043404
1,1,78,1440,5,4.4,7.549609165154532
1,1,24,579,2,4.5,6.476972362889683
1,0,19,350,2,3.5,5.703782474656201
1,0,55,1485,2,3.1,5.991464547107982
1,0,0,2080,2,3.7,6.214608098422191
0,0,8,516,2,2.8,6.551080335043404
0,0,3,48,2,4.2,6.684611727667927
1,0,8,1044,2,3.7,6.214608098422191
1,0,43,1809,2,4.0,5.703782474656201
1,0,14,1088,2,3.8,5.703782474656201
1,0,29,625,4,2.7,6.214608098422191
1,0,12,642,2,3.9,6.214608098422191
1,0,31,1395,4,3.8,6.476972362889683
0,0,43,555,1,4.0,6.214608098422191
1,0,19,558,3,3.3,5.991464547107982
1,0,22,1216,2,3.7,5.521460917862246
0,0,74,735,4,2.9,6.551080335043404
1,0,0,1579,2,3.7,5.991464547107982
0,0,55,579,3,3.2,5.991464547107982
1,1,15,1275,4,4.5,7.170119543449628
1,0,8,1485,2,3.1,5.0106352940962555
0,0,37,1820,2,3.4,6.309918278226516
0,0,45,815,4,4.0,6.907755278982137
1,0,44,50,2,4.1,5.703782474656201
1,0,4,2034,2,4.1,5.0106352940962555
1,0,0,720,2,4.0,6.396929655216146
0,0,76,308,4,3.6,5.703782474656201
1,0,47,1532,2,4.0,6.214608098422191
1,0,29,1485,4,4.3,6.684611727667927
0,1,46,1485,4,4.1,6.476972362889683
1,0,9,2008,2,3.7,5.991464547107982
1,0,0,2046,4,3.4,5.703782474656201
1,0,31,1988,2,3.6,5.703782474656201
1,0,40,1620,2,3.7,6.309918278226516
0,1,51,805,4,4.1,7.937374696163295
1,0,6,1216,3,3.7,5.521460917862246
0,0,0,1485,2,3.4,5.0106352940962555
1,0,0,101,4,3.7,5.991464547107982
1,0,45,547,1,4.1,6.551080335043404
1,0,35,976,2,3.7,5.991464547107982
1,0,0,1021,4,3.5,5.703782474656201
1,0,45,621,2,4.4,6.214608098422191
0,0,67,260,4,4.1,7.600902459542082
1,0,4,2008,4,3.6,4.605170185988092
1,0,43,1565,2,4.0,6.214608098422191
1,0,29,2018,2,3.1,6.214608098422191
1,0,31,297,2,4.5,5.703782474656201
1,0,31,308,4,3.4,4.605170185988092
1,0,22,1765,4,3.9,5.991464547107982
1,0,86,370,4,3.5,6.684611727667927
1,0,6,1485,2,2.8,5.991464547107982
0,0,0,1485,4,3.4,5.0106352940962555
0,0,68,1124,5,3.9,7.600902459542082
1,0,27,2078,2,3.4,6.214608098422191
0,1,67,1733,4,3.9,7.600902459542082
0,0,75,566,2,3.7,6.309918278226516
1,0,14,436,2,3.3,5.991464547107982
0,1,31,1545,4,4.1,6.856461984594587
0,0,67,436,1,3.3,5.991464547107982
1,0,19,1422,2,4.1,6.396929655216146
1,0,40,511,1,3.8,6.396929655216146
1,0,0,1874,2,3.4,5.521460917862246
1,0,55,1093,4,3.3,6.214608098422191
1,1,0,1485,2,4.2,7.3777589082278725
0,0,12,577,2,4.3,6.802394763324311
0,0,68,1485,2,3.3,5.298317366548036
0,1,87,1145,6,4.0,6.907755278982137
1,0,3,1565,2,3.2,6.214608098422191
1,0,46,1049,4,3.8,5.991464547107982
1,1,29,884,4,4.0,7.170119543449628
0,1,55,936,4,4.3,7.824046010856292
1,0,22,1435,3,2.8,5.0106352940962555
0,0,12,1483,2,4.3,6.684611727667927
1,0,44,498,1,4.1,6.396929655216146
0,0,3,1117,2,3.3,5.298317366548036
0,1,12,502,3,4.1,6.907755278982137
0,0,68,1545,4,4.1,6.396929655216146
1,0,58,1340,2,2.6,5.857933154483459
1,0,3,2080,4,3.6,5.991464547107982
1,0,21,1394,4,3.1,5.703782474656201
1,0,86,1091,4,3.3,6.214608098422191
1,0,22,1292,2,2.8,5.298317366548036
1,0,9,2018,2,3.8,6.684611727667927
1,0,11,821,2,3.6,6.1092475827643655
1,0,40,1545,2,3.5,5.298317366548036
0,0,58,1105,4,3.9,5.703782474656201
0,1,50,805,4,4.2,7.824046010856292
0,0,24,727,2,3.3,5.703782474656201
1,0,80,435,2,3.7,5.703782474656201
0,0,0,1216,3,3.7,5.703782474656201
0,1,46,943,4,3.9,6.907755278982137
1,0,36,1948,2,3.4,6.214608098422191
0,0,76,2077,5,3.6,6.551080335043404
1,0,35,976,2,3.7,5.991464547107982
0,1,9,463,2,4.3,5.991464547107982
1,0,46,972,2,4.2,6.802394763324311
1,0,45,991,3,4.2,5.991464547107982
1,1,41,897,3,4.0,7.003065458786462
1,0,8,1398,2,3.6,6.684611727667927
1,0,55,237,2,3.8,5.703782474656201
1,0,29,1889,2,4.2,6.396929655216146
1,1,76,1750,4,4.0,7.170119543449628
0,0,78,1123,2,3.3,5.703782474656201
0,0,58,1545,6,3.7,7.24422751560335
0,0,68,166,0,4.0,7.600902459542082
1,0,14,966,2,3.5,4.605170185988092
0,1,86,1016,4,4.8,7.3777589082278725
0,1,75,1280,2,4.3,7.24422751560335
0,0,4,212,2,3.9,5.298317366548036
1,0,73,354,2,3.8,6.476972362889683
